mpid,formula,BG,fidelity,bg_category
mp-9573,NaBeAs,2.71,2,1.0
mp-13190,KRb2GaF6,11.0,2,7.0
mp-28128,SCl2,3.99,2,2.0
mp-3540,Li2SnO3,6.01,2,4.0
mp-18620,Mg(PO3)2,9.4,2,6.0
mp-28391,SiCl4,9.47,2,6.0
mp-28796,Sr5(AuO4)2,2.64,2,1.0
mp-17872,Ba(YTe2)2,1.96,2,1.0
mp-4757,KReO4,6.18,2,4.0
mp-978,Sr2Sn,0.192,2,0.0
mp-2659,LiN3,5.75,2,4.0
mp-18421,Ba2Ga2S5,4.96,2,3.0
mp-23485,Ag2HgI4,2.27,2,1.0
mp-23713,CaH2,5.85,2,4.0
mp-510268,Cs2Pd3S4,2.38,2,1.0
mp-23360,Zn(IO3)2,5.32,2,3.0
mp-27863,AlClO,9.25,2,6.0
mp-550751,BaBeSiO4,8.53,2,6.0
mp-22874,PBr5,3.14,2,2.0
mp-32447,V4As2O13,0.107,2,0.0
mp-30062,Cs2PtBr6,2.66,2,1.0
mp-365,MgB4,0.54,2,0.0
mp-942,AuF3,2.93,2,2.0
mp-11917,Mg(BeN)2,6.69,2,4.0
mp-27456,BaBr2,7.77,2,5.0
mp-17715,SrTa2O6,5.4,2,3.0
mp-14205,K3Cu3As2,3.0,2,2.0
mp-27549,K2AgBi,2.05,2,1.0
mp-22483,NaInTe2,1.72,2,1.0
mp-22932,KInBr4,5.19,2,3.0
mp-2156,TiS2,0.527,2,0.0
mp-28027,AsF3,8.42,2,6.0
mp-27686,Cd2P2O7,5.18,2,3.0
mp-12181,BaSnS2,2.93,2,2.0
mp-18609,K2Se5,1.86,2,1.0
mp-25054,MoPbO4,3.87,2,2.0
mp-5141,Na2SeO4,6.65,2,4.0
mp-1190,ZnSe,2.14,2,1.0
mp-28365,Na3AuO2,4.3,2,3.0
mp-9798,Rb(SbSe2)2,2.01,2,1.0
mp-1522,FeS2,1.73,2,1.0
mp-13868,PdF4,1.89,2,1.0
mp-12533,La2Hf2O7,7.67,2,5.0
mp-8116,K(MoS)3,1.37,2,0.0
mp-8770,Cs2CoSe2,0.255,2,0.0
mp-19680,RbLa(WO4)2,5.21,2,3.0
mp-17447,Sr10P6SO24,7.23,2,5.0
mp-510273,CsSbO2,4.47,2,3.0
mp-8195,Ba2GeAs2,1.09,2,0.0
mp-31033,HfF4,9.82,2,7.0
mp-2242,GeS,2.13,2,1.0
mp-21733,Sr(InSe2)2,2.81,2,1.0
mp-8874,LiSiBO4,10.4,2,7.0
mp-16921,KNa4GeAs3,1.7,2,1.0
mp-12015,KAg2AsO4,1.65,2,1.0
mp-8812,Rb2GeF6,10.5,2,7.0
mp-29910,Sr4I6O,6.16,2,4.0
mp-19260,Li2WO4,5.04,2,3.0
mp-14116,CuRhO2,1.8,2,1.0
mp-28160,Ca3C3Cl2,2.81,2,1.0
mp-14168,K2GeF6,10.3,2,7.0
mp-510417,WO3,2.5,2,1.0
mp-3527,Na3AgO2,3.0,2,2.0
mp-9788,SrPS3,5.27,2,3.0
mp-27227,LiAg3O2,1.51,2,1.0
mp-20493,Mg(InS2)2,3.31,2,2.0
mp-8716,K2MnSe2,0.128,2,0.0
mp-505270,TiSO5,4.78,2,3.0
mp-29260,Ti(SeO3)2,4.48,2,3.0
mp-22848,Cl2,4.71,2,3.0
mp-16252,BaCaGe,0.924,2,0.0
mp-14307,Mg(ScS2)2,3.38,2,2.0
mp-13900,Sr(CuO)2,3.34,2,2.0
mp-19833,InAgS2,1.43,2,0.0
mp-23024,SrBrF,8.59,2,6.0
mp-7534,K2Cd2O3,2.32,2,1.0
mp-27210,RbTlF4,5.23,2,3.0
mp-9564,Ca(MgAs)2,2.71,2,1.0
mp-23054,NaBiO3,2.96,2,2.0
mp-19052,K3VO4,5.41,2,3.0
mp-23257,IF5,7.23,2,5.0
mp-14588,Na2PtSe2,1.85,2,1.0
mp-3748,AlCuO2,3.81,2,2.0
mp-8947,Sr(BS2)2,4.74,2,3.0
mp-18501,Ba(AgTe)2,1.44,2,0.0
mp-5830,Na3AsS3,4.36,2,3.0
mp-20652,PbF3,3.21,2,2.0
mp-4578,Sr2GeS4,4.04,2,2.0
mp-22323,In2O3,2.7,2,1.0
mp-18733,AlTl(MoO4)2,5.43,2,3.0
mp-706,HgF,2.85,2,1.0
mp-7421,KZnAs,0.919,2,0.0
mp-4747,Ca2SnO4,5.37,2,3.0
mp-29055,KSb2,0.81,2,0.0
mp-18378,K3AlTe3,4.25,2,3.0
mp-19209,LiAl(MoO4)2,5.21,2,3.0
mp-29396,Cu2PbO2,2.59,2,1.0
mp-3427,LiAlO2,8.15,2,5.0
mp-19871,PbAu2,0.234,2,0.0
mp-7440,NaP,2.06,2,1.0
mp-10481,RbAg3Te2,1.01,2,0.0
mp-3419,RbAuF4,4.01,2,2.0
mp-7566,InPO4,4.81,2,3.0
mp-7595,GeF2,6.43,2,4.0
mp-9789,CaPS3,5.18,2,3.0
mp-29889,Tl2PdCl4,2.02,2,1.0
mp-29345,LiGaI3,3.55,2,2.0
mp-16452,BaLa2ZnS5,3.04,2,2.0
mp-3503,Li6WN4,5.02,2,3.0
mp-8818,Ca2ZnN2,2.22,2,1.0
mp-8411,Na2AgAs,2.16,2,1.0
mp-9068,K2NaAlP2,3.76,2,2.0
mp-13740,AgAsS2,2.82,2,1.0
mp-5394,LaSF,3.02,2,2.0
mp-684,BaS2,3.17,2,2.0
mp-22906,CsBr,8.08,2,5.0
mp-1784,CsF,10.5,2,7.0
mp-3963,K2CO3,8.52,2,6.0
mp-3731,LiNbO3,5.39,2,3.0
mp-10155,P2Ir,0.8310000000000001,2,0.0
mp-23263,LaBr3,6.06,2,4.0
mp-8263,KNa2BO3,6.67,2,4.0
mp-29025,Li5Br2N,4.81,2,3.0
mp-27634,TiBr4,4.48,2,3.0
mp-9571,Ca(ZnAs)2,0.733,2,0.0
mp-19162,LaVO4,4.45,2,3.0
mp-6799,LiCa4(BN2)3,4.52,2,3.0
mp-14526,Na4Hf2(GeO4)3,7.14,2,5.0
mp-11583,Zr2SN2,1.84,2,1.0
mp-3838,Li5ReN4,4.43,2,3.0
mp-2072,KTe,1.69,2,1.0
mp-938,GeTe,1.07,2,0.0
mp-27914,Na3BiO3,5.31,2,3.0
mp-23153,I,1.89,2,1.0
mp-6528,Cs2NaAlF6,10.8,2,7.0
mp-23140,AgHgSI,2.67,2,1.0
mp-7494,K2Ag4S3,0.8280000000000001,2,0.0
mp-8857,Cs2As2Pd,1.85,2,1.0
mp-550514,LaTaN2O,1.87,2,1.0
mp-21622,Na3InAs2,1.11,2,0.0
mp-541989,Na2CN2,6.2,2,4.0
mp-3857,Ba3(PO4)2,9.27,2,6.0
mp-28670,Ba2Bi2O5,3.79,2,2.0
mp-28347,K3Al2As3,3.06,2,2.0
mp-27253,Au2O3,1.88,2,1.0
mp-8313,Cs2Li2GeO4,6.97,2,4.0
mp-1287,KS,3.43,2,2.0
mp-15556,Rb2As3,1.34,2,0.0
mp-11007,CaPSe3,3.64,2,2.0
mp-2898,Ca(AuO2)2,2.72,2,1.0
mp-4524,ZnGeP2,1.98,2,1.0
mp-30126,Ba(BS2)2,4.79,2,3.0
mp-23048,CsMnBr3,0.205,2,0.0
mp-23037,CsPbCl3,4.39,2,3.0
mp-8432,CaCuP,0.6940000000000001,2,0.0
mp-22982,CuBiS2,1.46,2,0.0
mp-28921,Tl5Se2Br,1.23,2,0.0
mp-27726,SO2,4.76,2,3.0
mp-16871,K2ZrGe2O7,7.14,2,5.0
mp-5518,GaAgSe2,0.902,2,0.0
mp-5403,Rb2TiO3,6.49,2,4.0
mp-23444,AsCl2F3,5.51,2,3.0
mp-12411,Li2ZnGe,0.247,2,0.0
mp-9815,TaTl(CuS2)2,3.16,2,2.0
mp-30294,Sr2SnS4,4.5,2,3.0
mp-15223,Cs2NbCuSe4,2.75,2,1.0
mp-541817,NbSeI3,1.31,2,0.0
mp-28208,ZrFeCl6,2.69,2,1.0
mp-5158,KNO3,5.48,2,3.0
