mpid,formula,BG,fidelity
mp-555369,SrCuH6O5,0.6365000000000001,0
mp-775508,Li4Mn3Cu2Sn3O16,0.1002,0
mp-722280,LiCuH4Cl3O2,0.301199999999999,0
mp-628726,Sr(AlCl4)2,5.2875,0
mp-19974,In2Ag,0.0,0
mp-1019532,BaAl4O7,4.1958,0
mp-705134,In2(MoO4)3,3.7072,0
mp-556034,CO2,6.6688,0
mp-18108,Dy4(B2O5)3,5.4521,0
mp-19121,TbVO4,2.9828,0
mp-558129,KNaSi2O5,4.4523,0
mp-772829,Ba6Li2Ti7(Sb3O14)3,0.0,0
mp-30986,Zn3S2O9,3.3649,0
mp-763314,LiCo2CuO6,0.0,0
mp-862921,PmInRh2,0.0,0
mp-773911,Ti2Sn(PO4)3,0.0,0
mp-686836,MgTiNb2(PbO3)4,2.379,0
mp-972759,Tm2Ni12As7,0.0,0
mp-685148,Ho2O3,0.0,0
mp-999117,TcN,0.0,0
mp-763559,Li2V(PO4)2,1.3999,0
mp-776723,Cr4OF11,0.9281,0
mp-20131,YIn3,0.0,0
mp-978535,SmDy3,0.0,0
mp-779948,ZrMnO3,2.9252,0
mp-778877,Li5InO4,2.4721,0
mp-4969,TbCoSi2,0.0,0
mp-1018159,ErSb2,0.0,0
mp-30961,Ca7Tl3N2,0.0,0
mp-770365,LiAlVO4,0.365499999999999,0
mp-849441,LiVP3HO10,2.3312,0
mp-775122,LiLaNb4O12,1.2726,0
mp-863723,Ho2MgGe2,0.0,0
mp-764910,Ni3OF5,0.2744,0
mp-31583,LiCo(PO3)3,3.0315,0
mp-767944,Li3Co3NiO8,0.0,0
mp-3795,NaZnF3,3.7676,0
mp-772272,Li2Cr2O7,2.5126,0
mp-776057,TiCr2Ni3(PO4)6,0.0,0
mp-27575,Te5(O2F11)2,2.867,0
mp-4769,SiP2O7,5.8048,0
mp-10302,Ba2ScIrO6,0.0,0
mp-753211,FeCuS2,0.0,0
mp-696138,Li10Ge(PS6)2,2.3653,0
mp-3999,Y(SiPt)2,0.0,0
mp-722941,CaZn2H12(BrO)6,3.5949,0
mp-9396,HfTlCuS3,0.806999999999999,0
mp-867900,DyCdRh2,0.0,0
mp-972400,TmBiPd2,0.0,0
mp-676491,Ca3Yb2Zr3Ti8O28,2.6925,0
mp-1028730,Te4MoW3Se4,0.2322,0
mp-561826,Cr3CuO8,0.496299999999999,0
mp-976075,Li3Ca,0.0,0
mp-765125,FeOF,1.447099999999999,0
mp-772273,Li2MnH4(SO5)2,4.2489,0
mp-30729,Ho10In20Ni9,0.0,0
mp-555232,LiU4P3O20,1.8112,0
mp-22029,MnNi2Ge,0.0,0
mp-13532,La2ZnNi2,0.0,0
mp-3278,Pr(SiPd)2,0.0,0
mp-3349,Sr3Ti2O7,1.8404999999999991,0
mp-7158,Lu(AlGe)2,0.0,0
mp-767984,Li2NiP2O7,4.366,0
mp-30055,Rb3BrO,0.409799999999999,0
mp-772346,Tm2(WO4)3,3.9047,0
mp-684626,As12S13,0.4928,0
mp-6122,Ba2NdSbO6,3.7321,0
mp-707289,H5C8NO2,2.8724,0
mp-979270,Tb2AgIr,0.0,0
mp-10208,NiMoP2,0.0,0
mp-21272,ErNiSb,0.2741,0
mp-985637,Li2Si4O7,3.0397,0
mp-775613,NaMnPCO7,0.9207,0
mp-769493,Na3Ni2P2(CO7)2,0.0,0
mp-861109,SmY3O6,3.9935,0
mp-38605,Sn(BiTe2)2,0.4211,0
mp-25557,MnAsH2O5,1.4118,0
mp-542802,YCuPbS3,1.5852,0
mp-641661,XeF6,2.5833,0
mp-867198,LiGaPd2,0.0,0
mp-12996,LaMg2Pd,0.0,0
mp-12100,Lu(SiNi)2,0.0,0
mp-766989,LiFe(Si2O5)2,3.052799999999999,0
mp-27904,FeSbS,0.5463,0
mp-763554,LiVP2O7,2.171699999999999,0
mp-770337,Fe5Ni(PO4)6,0.0,0
mp-778149,Li6Ti3P8O29,2.3633,0
mp-540619,K3SnTe3,1.2297,0
mp-23354,Hg2BrN,0.6998000000000001,0
mp-768041,Li4MnCr3(PO4)4,1.909799999999999,0
mp-707160,HNF2,1.5769,0
mp-770031,Li4Cr3NiO8,0.0,0
mp-555184,SmTiClO3,3.211,0
mp-769682,HfFeO3,2.1447,0
mp-571247,Al3Mo,0.0,0
mp-495,LuGa3,0.0,0
mp-7875,Ba(MgSi)2,0.0,0
mp-20566,MgIn3,0.0,0
mp-15653,CeSi2Ni,0.0,0
mp-1269,SmS,0.0,0
mp-706982,H10S(NO2)2,4.8521,0
mp-582723,Cs3AlAs2,0.7389000000000001,0
mp-861556,Li2MnOF3,1.0863,0
mp-631364,TaOsPb,0.0,0
mp-980667,SrBr3,0.0,0
mp-15987,Hf3(Cu2Si)2,0.0,0
mp-771179,Li4Nb5Cr3O16,0.0429,0
mp-1027138,TeMoWSe2S,0.0,0
mp-569313,Mg3Si8Ir3,0.0,0
mp-996983,AgAuO2,0.9044,0
mp-763342,FeOF,1.013,0
mp-566127,SrFe3(PO4)3,1.4011999999999991,0
mp-15660,Nb4C3,0.0,0
mp-754912,LiCuO2,0.0,0
mp-1016874,SiHgO3,0.0,0
mp-761626,Li4Co5SbO12,0.0,0
mp-769001,Li6Sn2B4SO16,3.469999999999999,0
mp-27679,LaBr,0.0,0
mp-1019516,Ba4GaN3O,1.1839,0
mp-777065,NaMnPCO7,0.9334,0
mp-28381,Cs3InO3,2.1174,0
mp-28684,Sb7Se8F35,1.9007,0
mp-1029121,Te2MoWSeS,0.0,0
mp-741,HfO2,3.393299999999999,0
mp-639149,KZrPSe6,0.0,0
mp-3824,Ta9(NiS3)2,0.0,0
mp-775624,Na5Li3V8O24,3.1045,0
mp-721217,K2P2H2O7,5.0961,0
mp-771686,NbCrO4,1.0398,0
mp-547898,Rb4CO4,0.9499,0
mp-865120,NaPaO3,2.9473000000000003,0
mp-20196,NbTe4,0.0,0
mp-5985,HoTaO4,4.073,0
mp-2460,Er2O3,4.1066,0
mp-643738,Eu(MgH3)2,0.0,0
mp-15794,LiYSe2,1.5238999999999991,0
mp-699447,RbLiH4S2(NO3)2,5.252499999999999,0
mp-776567,NaTi2(PO4)3,2.5131,0
mp-972069,Ti3Ga,0.0,0
mp-21113,Y(FeGe)2,0.0,0
mp-1492,CdTe,0.0251,0
mp-34139,Mn2CrO4,0.5625,0
mp-27615,U(PO3)4,0.282999999999999,0
mp-764888,Li3Fe4(BO3)4,1.3589,0
mp-6622,BaNd2Ti3O10,1.945999999999999,0
mp-864623,ZnCuAu2,0.0,0
mp-720417,CuH10SO9,0.0363,0
mp-779071,LiV2(OF)3,0.464599999999999,0
mp-776172,AlCuO3,0.35,0
mp-768022,LiTi4VO8,0.0,0
mp-674644,Bi2O3,0.623599999999999,0
mp-19929,MgInNi2,0.0,0
mp-754165,ScGaO3,2.6997,0
mp-31059,Ba(AlGe)2,0.0,0
mp-1973,NbGa3,0.0,0
mp-690760,TiH,0.0,0
mp-562133,Rb2Cr2O7,2.7024,0
mp-30669,ThGa,0.0,0
mp-561355,TiSCl6O,2.6524,0
mp-560321,Mg2SiO4,4.4414,0
mp-981213,TbSmIr2,0.0,0
mp-8499,Ho2Cr2C3,0.0,0
mp-554610,PrZr2F11,5.7572,0
mp-430,TiO2,2.239299999999999,0
mp-771594,Na3VPCO7,2.1087,0
mp-27247,Na3NbO4,3.768899999999999,0
mp-6281,NaCa3RuO6,0.4293,0
mp-753102,La2Bi4O9,1.739099999999999,0
mp-18741,RbLiCrO4,2.9916,0
mp-1029407,NaCrN2,0.0,0
mp-28375,Ta2AgF12,0.7143,0
mp-559025,BaErAgS3,0.9929999999999992,0
mp-676985,YbPaO4,0.0,0
mp-29405,RbSnI3,2.099599999999999,0
mp-777894,LiVF3,2.542799999999999,0
mp-770980,Li4TiMn(WO6)2,1.1055,0
mp-775086,Li3SiNiO5,0.173799999999999,0
mp-767983,LiV(CO3)2,2.1593,0
mp-21915,Ce3Co4Sn13,0.0,0
mp-573514,CsSb,0.5556000000000001,0
mp-627606,V3(H3O5)2,1.5017,0
mp-540142,Mo2P2O11,1.9934,0
mp-762004,LiNiPO4,3.4387,0
mp-643579,SbH3OF6,4.6548,0
mp-569352,NdTl3,0.0,0
mp-570314,CdI2,2.3605,0
mp-631589,VN2(Cl3O)2,1.323,0
mp-706536,Hf(MoO4)2,2.9474,0
mp-778554,Li2MnF4,3.8539,0
mp-23182,SnI4,2.0284,0
mp-779072,Li4MnFe3(BO3)4,3.154099999999999,0
mp-760805,Li2AgF3,1.9409,0
mp-11417,TbGa,0.0,0
mp-849977,Mn2O3F,0.0,0
mp-29345,LiGaI3,2.2473,0
mp-974309,In3Ga,0.0,0
mp-1006164,PmPu3,0.0,0
mp-25110,V2Pb3O8,3.052899999999999,0
mp-1637,Re2P,0.0,0
mp-752439,BaSr2I6,3.8301,0
mp-743878,Fe2Te4H3ClO12,2.0646,0
mp-979294,SrAgO3,0.0,0
mp-42227,Cs2ZrTlOF5,4.1425,0
mp-775866,Zr2N2O,1.774499999999999,0
mp-849229,H5NO5,3.6226,0
mp-770836,Ba5Sc6O14,3.6435,0
mp-571490,Pr3CCl5,2.397299999999999,0
mp-706231,NaSr9Fe5(MoO6)5,0.5036,0
mp-752942,LiTi2O4,0.0,0
mp-20074,SrIn2,0.0,0
mp-7193,Lu2Si2O7,4.8449,0
mp-771405,NaLi2FePCO7,3.9699,0
mp-558743,WN3F5,3.2908,0
mp-942700,LiNiSO4F,4.1658,0
mp-570211,HgC2(SeN)2,2.1984,0
mp-1027164,TeMoWSeS2,0.0,0
mp-774430,Li2MnF4,4.592,0
mp-762689,Li4Ti2Fe5O12,1.503,0
mp-567052,LiMo2AsO9,2.5915,0
mp-554084,BaBi6(PO5)4,3.427599999999999,0
mp-1119,Nd2Te5,0.0,0
mp-18378,K3AlTe3,2.117,0
mp-1263,URu3,0.0,0
mp-555462,Al(HO)3,5.0602,0
mp-1008866,NaAgO,0.0,0
mp-605860,Ba2LiN,0.0,0
mp-559249,Na2Te4MoO12,2.678,0
mp-771988,MnCo(PO4)2,0.0,0
mp-757546,K3Ta8O21,0.0,0
mp-773179,Li2TiCo3O8,0.0,0
mp-625614,H9BrO4,3.9354,0
mp-776273,Zr2N2O,1.6695,0
mp-776834,Mn2Ni3Sb(PO4)6,0.0,0
mp-570557,NbCo3,0.0,0
mp-10343,Sc2BC2,0.0,0
mp-510536,MoO2,0.0,0
mp-10676,Sc2AlSi2,0.0,0
mp-14243,Cd3TeO6,0.499,0
mp-8539,SrSnP,0.0,0
mp-763901,NaVO3,3.2064,0
mp-541341,PtF5,0.0,0
mp-30137,Gd3ReO8,1.621999999999999,0
mp-1020655,NaB(S2O7)2,5.5222,0
mp-559337,Nd7(S2Cl3)3,2.2068,0
mp-631358,SrTa2Mn,0.0,0
mp-3660,LiB3O5,6.3532,0
mp-29710,Hg4P2O7,1.5817,0
mp-646420,Nd2InRh2,0.0,0
mp-542609,AgAsS2,1.5178999999999991,0
mp-36329,SrUO4,1.9691,0
mp-755895,Ba3Zr2O7,3.0246,0
mp-12210,YbP5O14,0.0,0
mp-6273,Ba4Na(SbO4)3,1.5158,0
mp-25563,Li2MnPCO7,0.877899999999999,0
mp-982869,PmYAl2,0.0,0
mp-773754,Fe6O5F7,1.2019,0
mp-13138,Cu3Sn,0.0,0
mp-4283,LaSi2Pt,0.0,0
mp-865439,Th3O2,0.0,0
mp-722342,NaCa2B9(H2O5)4,5.1407,0
mp-30224,Si3(Cl4O)2,5.5809,0
mp-613235,CoSO4,1.8571,0
mp-703299,K2H2RhCl5O,0.5501,0
mp-9198,Fe(SiP)4,1.023299999999999,0
mp-686001,Ce2Nd2O7,1.643,0
mp-560386,In2Ag2GeS6,0.9558,0
mp-510346,In5Se5Br,0.7419999999999991,0
mp-568961,Ba(FeAs)2,0.0,0
mp-650049,SbC(N3Cl2)3,1.8341,0
mp-565352,V2Ge(O2F)2,1.7969,0
mp-288,PtS,0.3669,0
mp-510113,Mn5(NiBi2)2,0.0,0
mp-765967,WOF4,4.874,0
mp-863868,Li2VF5,3.0374,0
mp-10417,KSbO2,2.008199999999999,0
mp-675957,Sb26O53,1.1082,0
mp-975644,BeF2,0.0,0
mp-19069,NiAgO2,0.0,0
mp-21365,InSbS3,1.476099999999999,0
mp-755588,Ho2TeO6,2.5187999999999993,0
mp-773300,Mn5FeO12,0.0,0
mp-17465,Gd2Cu(SeO3)4,0.5251,0
mp-861549,Mn11ZnO16,0.661,0
mp-862956,PmSnAu2,0.0,0
mp-775900,NaLiCu(PO3)3,1.2606,0
mp-647285,NaMg2V3O10,2.8158,0
mp-570315,PBr2N,2.9785,0
mp-769280,Ca5Ta4O15,2.9774000000000003,0
mp-778025,Li3Mn2FeO6,0.415,0
mp-756050,TaCuO3,1.5612,0
mp-3380,LaRhC2,0.0,0
mp-973143,ScZn3,0.0,0
mp-774048,Fe4OF7,1.9254,0
mp-696597,B5H9,5.7128,0
mp-505552,Cd2Ru2O7,0.0,0
mp-773501,Li3MnV2O6,0.3508,0
mp-650328,NbTe4,0.0,0
mp-2450,CaSn,0.0,0
mp-777493,Li3Fe4(OF3)3,1.9361,0
mp-23794,H4NF,5.9622,0
mp-772373,TiP6(WO8)3,0.0,0
mp-778408,HgBiO3,0.0,0
mp-1013704,Ca3BiSb,0.0,0
mp-1918,FeRh,0.0,0
mp-673144,LiSnP2O7,0.124299999999999,0
mp-36819,Sr(CeSe2)2,0.0,0
mp-570060,Ce6B2(CBr)3,0.0,0
mp-333,HfFe2,0.0,0
mp-26701,Li3Sn2(PO4)3,2.4793,0
mp-763933,Li3CrFe3O8,0.6261000000000001,0
mp-762783,LiMn5P3O13,2.0967,0
mp-999539,MnO,0.0,0
mp-8198,Rb3Cu5O4,1.534499999999999,0
mp-3589,BPO4,7.2565,0
mp-1019086,CN2,4.6339999999999995,0
mp-729903,ZnInH14O7F5,4.1099,0
mp-9751,Al2Ge2O7,3.4013,0
mp-16061,Sr6Sb6S17,1.7409,0
mp-9922,HfS3,1.1326,0
mp-29723,LaB2Ru3,0.0,0
mp-23859,CaHCl,3.836799999999999,0
mp-626865,H2WO5,2.4402,0
mp-480,ErPt2,0.0,0
mp-772480,Na3MnSiCO7,1.1273,0
mp-8276,Sr(ZnP)2,0.8239999999999991,0
mp-756683,HfBiO4,1.073,0
mp-622576,Ba2Sm(CuO2)3,0.0,0
mp-864634,EuCd3,0.0,0
mp-652407,Ru(CO)4,2.5854999999999992,0
mp-973876,PaBi3,0.0,0
mp-625104,H2CO2,2.9173,0
mp-570959,Dy2CdSe4,0.5865,0
mp-627291,V3(H3O5)2,1.5975,0
mp-557244,SiO2,5.1733,0
mp-772852,Na3Zn4P4H4NO16,3.8467,0
mp-776250,Zr2N2O,0.8702999999999991,0
mp-753722,LiCuS2,0.0,0
mp-631565,GaAs2W,0.0,0
mp-20163,Th2S3,0.0,0
mp-20464,SrPrO3,0.0,0
mp-720987,Na3CaSc3Zn(SiO3)8,3.7453,0
mp-766303,Ba2Ca7I18,3.3846,0
mp-772374,Mn5Fe(PO4)6,0.0,0
mp-555120,KGaCuF6,0.0,0
mp-9435,La3ZrSb5,0.0,0
mp-705604,BaLaFe2Cu2O11,0.0,0
mp-25659,CoBiPO5,2.838599999999999,0
mp-989651,HfTeSe4,0.963,0
mp-12317,SrCN2,3.205599999999999,0
mp-13121,CeGe3Rh,0.0,0
mp-863021,Ba2Sc2O5,1.5365,0
mp-773491,RbH2SNO3,5.1827,0
mp-677780,Ca2MgSi2O7,4.233700000000001,0
mp-775181,Mn3Nb(PO4)6,0.0,0
mp-558164,CaHf4O9,4.4454,0
mp-18255,RbSm(PO3)4,5.2964,0
mp-707463,KNaReH9,5.4451,0
mp-709723,Al2P3H17C4(NO6)2,5.226100000000001,0
mp-999205,ScC,0.0,0
mp-554141,Ca3SiO5,3.3125,0
mp-561118,ZnS,2.0338,0
mp-720789,UH12(NO7)2,2.412,0
mp-579224,P4S9,2.7121,0
mp-758890,LiAg2F4,0.0,0
mp-1009132,HoBiPd,0.0,0
mp-13472,HfSiRh,0.0,0
mp-778734,Li6Fe3Sn(PO4)6,1.6764,0
mp-2588,YCo3,0.0,0
mp-849370,Fe6OF11,1.860199999999999,0
mp-767092,LiVSiO4,2.494999999999999,0
mp-556578,Cd(IO3)2,3.2417,0
mp-976892,Na(TeMo)3,0.0,0
mp-13725,Li3PO4,5.818099999999999,0
mp-752483,LiBiF5,0.0,0
mp-758797,LiCu(PO3)3,0.173899999999999,0
mp-782691,LiFe5(OF2)4,1.6634,0
mp-4338,Cr2CdS4,0.4178,0
mp-778517,Mn3Sn(PO4)6,0.0257,0
mp-771561,Na3CrSiBO7,0.9356,0
mp-603254,PH9AuC3S3Cl,2.8803,0
mp-531064,KMo3Br7,2.3695,0
mp-12735,KAg2,0.0,0
mp-11659,BaTi(BO3)2,2.387699999999999,0
mp-864639,Ta2NbOs,0.0,0
mp-9900,Ag2GeS3,0.451699999999999,0
mp-1023959,TeMoS,0.0,0
mp-764759,Li6Mn5O12,0.338299999999999,0
mp-769900,Sm2Mn2O7,0.7452000000000001,0
mp-8308,Ca3Ni7B2,0.0,0
mp-570769,CaInCu4,0.0,0
mp-770725,RbLi2Mn2(BO3)3,0.5117,0
mp-28743,K4Cu8Te11,0.0,0
mp-10728,PdO,0.0,0
mp-21494,UCoSn,0.0,0
mp-774186,LiVP2H5O9,2.2968,0
mp-762251,Ti9Fe11O30,1.3462,0
mp-1025722,Te2MoW2(SeS)2,0.0,0
mp-778739,LiCu5(PO4)2,0.3059,0
mp-765640,Sm3Ta17O47,2.3251,0
mp-723054,CdHSeNO6,0.0,0
mp-782715,Li2CoOF3,1.1839,0
mp-697077,AsH3CNOF9,4.8974,0
mp-38975,PNO,5.1318,0
mp-27356,AsO2,3.3566,0
mp-675563,LaZr9O20,0.0,0
mp-8093,Ba2Cd,0.0,0
mp-744862,Cr3H24C8(NO5)2,2.1742,0
mp-765270,Li9Cr4(BO3)8,0.5138,0
mp-571149,Tb2Fe17,0.0,0
mp-26341,LiSbP2O7,3.9593,0
mp-685291,AlPO4,1.4649,0
mp-763890,Li2VCrP2(O4F)2,1.8744,0
mp-769717,Li2MnPCO7,0.684299999999999,0
mp-558852,FeF3,2.8438,0
mp-675678,Nd4Ag2Se7,1.5042,0
mp-656887,Ni3O4,0.381499999999999,0
mp-30592,CuNi2Sn,0.0,0
mp-698491,NaCa2Al4H8C4ClO20,5.1711,0
mp-773760,Fe5(OF2)4,0.8764999999999991,0
mp-556405,LaCN2F,2.681,0
mp-14577,Rb4Ta2S11,1.7127,0
mp-29524,K3BiO3,2.9552,0
mp-4182,CrAgS2,0.728699999999999,0
mp-770257,Li4Cr3FeO8,2.4179,0
mp-20198,CaIrO3,0.0,0
mp-542003,Yb2Ni12P7,0.0,0
mp-676956,Zn8B4H3O15F,3.0045,0
mp-18865,K3(FeO2)2,0.0,0
mp-6296,K6Cd4Sn3Se13,1.4058,0
mp-604254,U2Al20Fe,0.0,0
mp-767013,FePO4,2.583799999999999,0
mp-772343,LiVNiO4,2.856099999999999,0
mp-1018013,Ti2InNi,0.0,0
mp-753626,Li2NdPCO7,4.5289,0
mp-9076,NaTmS2,2.3621,0
mp-767272,LiVFe(P2O7)2,1.6041,0
mp-768315,Mg(IO3)2,3.3254,0
mp-19122,BaSr2Mn2(Si2O7)2,1.619599999999999,0
mp-2812,HoFe5,0.0,0
mp-1003485,Mg2Mn3O6,0.1482,0
mp-775847,V2O5,2.5161,0
mp-19387,CdWO4,3.2878,0
mp-10105,UTeAs,0.0,0
mp-1031308,KMg6BO8,0.0,0
mp-764017,Li3Co3NiO8,0.0,0
mp-30595,CuSnRh2,0.0,0
mp-12181,BaSnS2,1.6394,0
mp-780552,NaMnO4,0.0,0
mp-764468,Li2Mn2F7,0.1167,0
mp-989406,LaTcN3,0.0,0
mp-754453,LaTiNO2,0.5628999999999991,0
mp-774081,Li4Mn3Fe(BO3)4,3.0413,0
mp-4475,Tl(CoSe)2,0.0,0
mp-978304,Mg3Ta,0.0,0
mp-9425,Sr2GaCuSO3,0.5552,0
mp-753741,Li3CuS2,1.9031,0
mp-662556,Re(TeBr2)2,1.9379,0
mp-13568,NdS2,0.337099999999999,0
mp-557744,NaUBO5,1.9151,0
mp-20549,CaPb3,0.0,0
mp-438,Nd2S3,0.759599999999999,0
mp-771118,Li4Co5Sb3O16,0.0,0
mp-865875,Li3Ag,0.0,0
mp-1027472,Mo3W(SeS3)2,0.5839999999999991,0
mp-971661,Si,1.3309,0
mp-759636,Nb5O12F,0.0,0
mp-573763,Cs2Te,1.774,0
mp-982772,Pm2PtAu,0.0,0
mp-542028,Ti3Al2NiN,0.0,0
mp-699370,Nb2CoO6,1.288999999999999,0
mp-19296,SrVSi2O7,2.8073,0
mp-707238,KPH2O3,3.9123,0
mp-13836,U(RhO3)2,0.423199999999999,0
mp-763744,LiMnP3HO10,0.9313,0
mp-680395,Li3As7,1.326899999999999,0
mp-25759,Na6Fe2C4SO16,0.0,0
mp-771496,Li2V3WO8,1.5147,0
mp-978967,SrDy3,0.0,0
mp-779841,Li6Mn5Fe(BO3)6,2.604399999999999,0
mp-22401,Nd2Re3Si5,0.0,0
mp-762234,Li4Ti3Mn3(TeO8)2,0.245099999999999,0
mp-707202,ErP2H7O10,2.4933,0
mp-606511,La(GePt)2,0.0,0
mp-556443,Ba5Ru2Cl2O9,0.0,0
mp-765830,Li3VF5,2.4749,0
mp-836,TbZn,0.0,0
mp-6057,TlSnPS4,1.8235,0
mp-761288,MnBO3,0.0,0
mp-1003635,NaMn16O32,0.0,0
mp-865140,MnGaRu2,0.0,0
mp-865261,Lu2ZnOs,0.0,0
mp-571059,YCd3,0.0,0
mp-976284,EuSbO3,0.0,0
mp-755194,Er(ReO4)2,0.0,0
mp-770027,Na5LiMn2P2(CO7)2,3.2957,0
mp-28212,Nb4O5,0.0,0
mp-7376,Sr3(AlSn)2,0.0,0
mp-746371,KCo2As2HO8,2.001299999999999,0
mp-22645,PrSnPd,0.0,0
mp-24460,MgH6(SO4)4,5.9617,0
mp-5137,Zr2SbP,0.0,0
mp-1007656,HfPd3,0.0,0
mp-556123,Sr2Sc2B4O11,4.3418,0
mp-554601,RbCuF3,0.0,0
mp-776220,Hf2N2O,2.2156,0
mp-27262,Ca9Zn4Bi9,0.0,0
mp-743810,CsVZn(PO3)6,0.004399999999999,0
mp-779305,Li2FeBO4,2.680799999999999,0
mp-762401,LiCo(CO3)2,0.3373,0
mp-770091,Li4AlCr3O8,3.2438,0
mp-1013807,Li3Co2(GeO4)3,0.0,0
mp-583184,Tl3Ag3(AsS3)2,1.4529,0
mp-566412,NaFe(SeO4)2,1.8817,0
mp-770192,Li2CrO3,0.449199999999999,0
mp-631465,YRhW2,0.0,0
mp-22259,Yb2Ru2O7,0.0,0
mp-23227,CuBr,0.4302,0
mp-19880,FeTe2,0.077399999999999,0
mp-984332,Rb2Sr2(CO3)3,4.6134,0
mp-850150,Li3V3Cr2O10,1.166299999999999,0
mp-574486,Ag2CN2,0.999699999999999,0
mp-1018645,YPt3C,0.0,0
mp-355,Nd5Si4,0.0,0
mp-18919,CoPdO2,0.0,0
mp-30683,ZrGa2,0.0,0
mp-567437,Pd(Se4Cl)2,1.3384999999999991,0
mp-10087,CeScSi,0.0,0
mp-559895,ErCuTe2BrO6,0.3734,0
mp-773466,NaCu3O4,0.0,0
mp-768094,Na2FePCO7,2.4388,0
mp-697018,SrZnP2(HO4)2,0.3123,0
mp-29139,NaAuSe2,0.9065999999999992,0
mp-30088,Ba3P4O13,5.1231,0
mp-554501,Ba5Os3ClO15,0.6081000000000001,0
mp-581586,Tl8Sb21As19(PbS17)4,1.4184,0
mp-28677,BiS,0.0,0
mp-30815,LaAl3Pd2,0.0,0
mp-996944,Cs2TlInBr6,1.8255,0
mp-757131,Sn(PO3)4,3.3535,0
mp-865262,TmTaRu2,0.0,0
mp-864971,MnSnRu2,0.0,0
mp-28424,K4P3,0.0,0
mp-10371,Cr2GaN,0.0,0
mp-554944,TiSO5,2.104899999999999,0
mp-777904,Li2Ti3CrO8,0.0,0
mp-9920,TiS3,0.228499999999999,0
mp-36526,AcOF,4.256600000000001,0
mp-972125,LiTb3,0.0,0
mp-29156,NaTa3N5,0.0,0
mp-631339,Na2LiTa,0.0,0
mp-556600,CsS2N3O4,2.6646,0
mp-1029573,Ba3GaN3,0.280499999999999,0
mp-567320,La5C2I9,1.4393,0
mp-984635,LiErSn,0.0,0
mp-984779,CeDy3,0.0,0
mp-649616,Pd(XeF8)2,1.4046,0
mp-13005,LaCrGe3,0.0,0
mp-19242,YNiO3,0.0,0
mp-555678,Na4Ti5O12,2.4965,0
mp-554390,SrAl2SiN2O3,3.7236,0
mp-762907,Co2O3F,0.0,0
mp-771907,Li4Mn5Sn3O16,0.0,0
mp-631424,ReW2Br,0.0,0
mp-757002,KZrPCO7,3.8916,0
mp-582406,Gd2(Zn2Ge)3,0.0,0
mp-549127,HoBi2ClO4,1.370999999999999,0
mp-780642,Li2Co2OF6,1.017,0
mp-777897,Li4Ti2V3Cu3O16,0.0,0
mp-2599,NdN,0.0,0
mp-554602,Rb2PdN2(ClO2)2,1.698,0
mp-775531,LiMnO2,0.9007000000000001,0
mp-631555,MnVNi,0.0,0
mp-565443,Ba4PrMn3O12,0.0,0
mp-28090,Si2H2S3,3.3542,0
mp-17605,CsNd(PO3)4,5.3001,0
mp-1029073,Te2Mo(WSe2)3,0.006299999999999,0
mp-765697,Li2TiFeO4,0.9123999999999992,0
mp-1008669,U,0.0,0
mp-770764,Li2Fe(BO2)5,3.0402,0
mp-989591,K2BrCl6F,0.9144,0
mp-764428,Li12Cr5O16,0.5859999999999991,0
mp-1030128,Te4MoW3(SeS)2,0.0,0
mp-762542,Li4Ti3Cr3(SbO8)2,0.0,0
mp-10611,La3PbC,0.0,0
mp-9757,BaSm2PtO5,2.6058,0
mp-850154,LiCrP3H8O13,2.5294,0
mp-777479,VO2,1.378699999999999,0
mp-706612,BH5(NF2)2,6.204,0
mp-19870,GaFe3,0.0,0
mp-867873,LiTm2Al,0.0,0
mp-867176,PrCdAu2,0.0,0
mp-1018023,Mn3Sn,0.0,0
mp-29848,IF3,2.1132,0
mp-554223,RbScAs2O7,3.5429,0
mp-12615,TbBe13,0.0,0
mp-867344,Er2NiOs,0.0,0
mp-865353,TmI3,2.2545,0
mp-762465,Li3Fe7O12,1.0391,0
mp-676317,Rb2ZnCl3,3.193399999999999,0
mp-625830,Zn(HO)2,2.9697,0
mp-3006,P2Pd3S8,1.5779,0
mp-778317,Ti3NbFe2(PO4)6,0.0,0
mp-767617,LiVF4,2.3609,0
mp-772379,Li2Ni3TeO8,0.0,0
mp-864879,NbC2NCl8,2.3142,0
mp-768268,Li14Co2S9,0.530899999999999,0
mp-1023941,Te4MoW,0.9478,0
mp-34460,Ag3AuS2,1.5412,0
mp-777909,Li2Cr2(PO4)3,0.0,0
mp-11786,YbPrSe3,0.0,0
mp-615789,Ba2(CuO2)3,0.0,0
mp-765835,LiV5O7F,0.7892999999999991,0
mp-6957,Ce(FeP)2,0.0,0
mp-652046,Re3S4Br,1.621999999999999,0
mp-771758,Mn3Fe2Sb3O16,0.378499999999999,0
mp-505139,TiH2SO6,2.5139,0
mp-975255,RbPdO3,0.0,0
mp-780649,V2O3F,0.7259000000000001,0
mp-29286,TlSbF4,3.8659,0
mp-974828,Rb3Pr,0.0,0
mp-1029367,MnCoN2,0.0,0
mp-613839,Tb3(MnGe)4,0.0,0
mp-568883,Pr3SiSe2N3,2.0836,0
mp-31198,Er3Ru2,0.0,0
mp-64,Ce,0.0,0
mp-14500,Sr(As3Pt2)2,0.1305,0
mp-5541,ZrVSi,0.0,0
